worker_sex,request_sex,age_in_range,worker_region,request_region,worker_position,request_job,worker_time,request_time,experience_match,region_match,job_match,sex_match,time_match,score
여자,여자,1,마포구,용산구,서베이 조사,유튜브 편집,오후,오전,1,0,0,1,0,40.0
남자,남자,0,은평구,동작구,피자집,온라인 쇼핑몰 운영 보조,오전,오후,0,0,0,1,0,10.0
남자,여자,0,서초구,마포구,도서관 사서 보조,서점 직원,오전,오전,0,0,0,0,1,20.0
여자,여자,1,광진구,성북구,미스터리 쇼퍼,놀이공원 스태프,오후,종일,1,0,0,1,0,40.0
여자,여자,1,양천구,성동구,분식점 알바,서베이 조사,종일,오후,1,0,0,1,0,40.0
여자,남자,1,성북구,강남구,전시회 도우미,도서 정리,오후,오후,0,0,0,0,1,30.0
남자,남자,0,동작구,도봉구,편의점 알바,편의점 알바,오전,종일,1,0,1,1,0,50.0
여자,여자,0,서대문구,강동구,아이스크림 가게,미스터리 쇼퍼,오전,오전,1,0,0,1,1,50.0
여자,여자,0,용산구,동작구,키즈카페 스태프,물류센터,오전,오전,1,0,0,1,1,50.0
남자,여자,1,강동구,마포구,웹디자인 보조,행사 도우미,오전,오후,1,0,0,0,0,30.0
여자,여자,0,광진구,중구,전단지 배포,리서치 조사원,종일,종일,1,0,0,1,1,50.0
여자,여자,1,영등포구,용산구,영화관 스태프,영상 편집 보조,오전,오전,0,0,0,1,1,40.0
여자,남자,1,강동구,동대문구,PC방 알바,PC방 알바,오전,종일,0,0,1,0,0,30.0
남자,남자,0,관악구,서대문구,전화 영업,전화 영업,오후,종일,0,0,1,1,0,30.0
남자,여자,1,은평구,노원구,발렛파킹,발렛파킹,오전,오후,1,0,1,0,0,50.0
남자,여자,1,강북구,강북구,서빙,아이스크림 가게,오전,종일,1,1,0,0,0,50.0
남자,남자,1,구로구,용산구,웨딩샵 피팅 보조,웨딩샵 피팅 보조,오후,오전,1,0,1,1,0,60.0
여자,남자,0,중랑구,서대문구,결혼식 도우미,유튜브 편집,종일,오후,0,0,0,0,0,0.0
남자,여자,0,동대문구,강동구,매장 진열,택배 분류,종일,오후,0,0,0,0,0,0.0
남자,여자,0,서초구,도봉구,SNS 관리,면세점 스태프,종일,종일,1,0,0,0,1,40.0
남자,여자,0,용산구,노원구,영화관 스태프,여행사 보조,오전,오전,1,0,0,0,1,40.0
남자,남자,0,중랑구,노원구,전단지 배포,배달,오후,오후,0,0,0,1,1,30.0
남자,여자,1,강남구,구로구,리서치 조사원,리서치 조사원,종일,오전,0,0,1,0,0,30.0
남자,남자,0,구로구,구로구,리서치 조사원,통역 알바,오전,오전,0,1,0,1,1,50.0
남자,남자,1,강서구,종로구,여행사 보조,여행사 보조,종일,종일,1,0,1,1,1,80.0
남자,남자,0,서초구,관악구,뷔페,행사 도우미,종일,오후,1,0,0,1,0,30.0
여자,남자,1,중구,영등포구,갤러리 안내원,세차장 직원,오후,종일,1,0,0,0,0,30.0
남자,여자,1,강서구,종로구,블로그 글쓰기,피자집,오후,오후,1,0,0,0,1,50.0
여자,남자,0,강동구,종로구,독서실/스터디카페 관리,서빙,오전,오후,0,0,0,0,0,0.0
남자,여자,1,동작구,강동구,카페 알바,행사 도우미,오전,종일,1,0,0,0,0,30.0
남자,남자,0,강남구,노원구,놀이공원 스태프,놀이공원 스태프,종일,오전,0,0,1,1,0,30.0
여자,남자,1,성북구,용산구,공항 안내,영화관 스태프,종일,오전,0,0,0,0,0,10.0
여자,여자,0,영등포구,서대문구,면세점 스태프,면세점 스태프,오후,오전,1,0,1,1,0,50.0
남자,여자,1,은평구,동대문구,영상 편집 보조,영상 편집 보조,오후,오후,1,0,1,0,1,70.0
여자,여자,0,성동구,구로구,헬스장 데스크,헬스장 데스크,종일,오후,1,0,1,1,0,50.0
여자,여자,1,관악구,중랑구,고깃집,고깃집,오전,종일,1,0,1,1,0,60.0
여자,여자,1,관악구,성동구,약국 보조,독서실/스터디카페 관리,종일,오후,0,0,0,1,0,20.0
남자,남자,1,양천구,양천구,주차관리,주차관리,종일,오후,1,1,1,1,0,80.0
남자,남자,1,송파구,용산구,갤러리 안내원,과외,종일,종일,0,0,0,1,1,40.0
여자,여자,1,구로구,구로구,노래방 알바,영화관 스태프,오후,오전,1,1,0,1,0,60.0
여자,남자,1,도봉구,마포구,고객 응대,게스트하우스 관리,오후,종일,1,0,0,0,0,30.0
남자,남자,0,용산구,강동구,전자부품 조립,사무실 청소,오전,종일,1,0,0,1,0,30.0
여자,남자,0,마포구,노원구,청소 알바,청소 알바,종일,오전,0,0,1,0,0,20.0
여자,여자,0,강서구,영등포구,게스트하우스 관리,통역 알바,오후,오전,1,0,0,1,0,30.0
여자,여자,0,강동구,강서구,미스터리 쇼퍼,원어민 회화 도우미,종일,오전,0,0,0,1,0,10.0
남자,여자,1,구로구,금천구,마사지샵 보조,독서실/스터디카페 관리,오전,오전,1,0,0,0,1,50.0
남자,남자,0,강동구,송파구,볼링장 알바,방문판매,종일,종일,0,0,0,1,1,30.0
남자,남자,1,마포구,서대문구,온라인 쇼핑몰 운영 보조,도서 정리,종일,오전,1,0,0,1,0,40.0
남자,여자,0,도봉구,동대문구,통역 알바,통역 알바,오후,오전,0,0,1,0,0,20.0
여자,여자,0,용산구,강동구,주차관리,주차관리,오전,오전,1,0,1,1,1,70.0
여자,여자,0,광진구,노원구,병원 안내,전시회 도우미,종일,오전,1,0,0,1,0,30.0
남자,남자,0,은평구,금천구,물류센터,물류센터,오전,종일,1,0,1,1,0,50.0
여자,남자,1,영등포구,성동구,아이스크림 가게,아이스크림 가게,오후,종일,0,0,1,0,0,30.0
남자,남자,1,강서구,강북구,전시회 도우미,어린이집 보조교사,종일,오전,0,0,0,1,0,20.0
남자,여자,1,강북구,송파구,번역 알바,공장 단순노무,오전,오후,0,0,0,0,0,10.0
남자,남자,1,종로구,성동구,주차 요원,주차 요원,오후,종일,1,0,1,1,0,60.0
여자,여자,1,광진구,성북구,렌터카 안내,학교 급식 보조,오전,오전,1,0,0,1,1,60.0
남자,여자,0,광진구,용산구,SNS 관리,행사 도우미,오후,오후,0,0,0,0,1,20.0
여자,여자,1,강남구,종로구,샘플 배포,샘플 배포,오전,종일,1,0,1,1,0,60.0
여자,남자,1,강서구,종로구,온라인 쇼핑몰 운영 보조,온라인 쇼핑몰 운영 보조,오전,종일,1,0,1,0,0,50.0
남자,여자,0,관악구,은평구,인테리어 보조,학습지 교사,종일,오후,0,0,0,0,0,0.0
여자,남자,0,송파구,종로구,주차 요원,SNS 관리,종일,오전,0,0,0,0,0,0.0
여자,남자,1,강동구,은평구,마사지샵 보조,도서 정리,종일,종일,1,0,0,0,1,50.0
여자,남자,0,강동구,강동구,온라인 쇼핑몰 운영 보조,온라인 쇼핑몰 운영 보조,오후,오전,0,1,1,0,0,40.0
여자,남자,1,강북구,강동구,제과점 알바,전자부품 조립,종일,종일,1,0,0,0,1,50.0
여자,여자,0,구로구,서초구,마사지샵 보조,학원 보조교사,오후,종일,1,0,0,1,0,30.0
여자,남자,0,용산구,동작구,노래방 알바,미스터리 쇼퍼,종일,오전,0,0,0,0,0,0.0
여자,여자,0,도봉구,중구,논문 교정,방문판매,오후,종일,0,0,0,1,0,10.0
남자,여자,0,금천구,강남구,게스트하우스 관리,세차장 직원,종일,종일,1,0,0,0,1,40.0
여자,남자,1,성동구,성북구,영화관 스태프,영화관 스태프,오전,오후,1,0,1,0,0,50.0
남자,남자,1,중구,종로구,창고 정리,수영장 안전요원,오전,종일,1,0,0,1,0,40.0
남자,여자,0,서대문구,금천구,피팅모델,피팅모델,오후,종일,1,0,1,0,0,40.0
남자,여자,0,금천구,송파구,피자집,미스터리 쇼퍼,오후,오후,1,0,0,0,1,40.0
여자,여자,0,동대문구,종로구,아이스크림 가게,상품 포장,종일,오전,0,0,0,1,0,10.0
여자,여자,0,구로구,송파구,사진 촬영 보조,편의점 알바,오후,오전,1,0,0,1,0,30.0
여자,남자,0,서대문구,마포구,독서실/스터디카페 관리,독서실/스터디카페 관리,종일,오후,1,0,1,0,0,40.0
여자,여자,1,양천구,금천구,도서관 사서 보조,학원 보조교사,오후,종일,0,0,0,1,0,20.0
여자,여자,0,서대문구,금천구,카페 알바,카페 알바,오전,오후,1,0,1,1,0,50.0
남자,남자,0,양천구,은평구,피자집,피자집,오전,오전,0,0,1,1,1,50.0
남자,남자,0,송파구,마포구,프로그래밍 보조,프로그래밍 보조,오전,오후,1,0,1,1,0,50.0
남자,여자,0,강북구,노원구,이벤트 스태프,독서실/스터디카페 관리,종일,오후,0,0,0,0,0,0.0
여자,남자,1,중구,종로구,서점 직원,유튜브 편집,오후,오전,1,0,0,0,0,30.0
남자,여자,1,중랑구,서초구,병원 안내,병원 안내,오전,종일,1,0,1,0,0,50.0
남자,여자,0,강북구,강남구,면세점 스태프,술집,오후,오전,1,0,0,0,0,20.0
남자,여자,0,서초구,서대문구,키즈카페 스태프,PC방 알바,오전,종일,1,0,0,0,0,20.0
여자,남자,1,도봉구,성동구,미스터리 쇼퍼,IT 개발 보조,오후,오후,0,0,0,0,1,30.0
남자,여자,0,동작구,구로구,패스트푸드점,전화 영업,종일,종일,0,0,0,0,1,20.0
여자,여자,0,용산구,마포구,웨딩샵 피팅 보조,어린이집 보조교사,오전,오후,1,0,0,1,0,30.0
남자,여자,0,중랑구,은평구,온라인 쇼핑몰 운영 보조,청소 알바,종일,오전,1,0,0,0,0,20.0
여자,여자,1,영등포구,관악구,온라인 쇼핑몰 운영 보조,온라인 쇼핑몰 운영 보조,오전,종일,1,0,1,1,0,60.0
여자,남자,1,금천구,양천구,과외,논문 교정,오전,오후,0,0,0,0,0,10.0
여자,여자,0,노원구,구로구,프로그래밍 보조,프로그래밍 보조,종일,오후,0,0,1,1,0,30.0
남자,남자,0,서대문구,중구,샘플 배포,피자집,종일,오전,0,0,0,1,0,10.0
남자,남자,1,서대문구,강북구,번역 알바,미스터리 쇼퍼,오후,오전,1,0,0,1,0,40.0
여자,남자,1,도봉구,구로구,공항 안내,학습지 교사,오후,오후,1,0,0,0,1,50.0
남자,남자,0,송파구,금천구,전화 영업,볼링장 알바,오전,종일,0,0,0,1,0,10.0
남자,남자,1,서대문구,금천구,청소 알바,PC방 알바,종일,오전,1,0,0,1,0,40.0
여자,여자,1,서대문구,강동구,택배 분류,면세점 스태프,오전,종일,1,0,0,1,0,40.0
여자,여자,0,강남구,광진구,피팅모델,경비원,오전,오전,1,0,0,1,1,50.0
남자,남자,1,마포구,용산구,IT 개발 보조,택배 분류,오전,오후,1,0,0,1,0,40.0
여자,남자,0,노원구,금천구,영상 편집 보조,볼링장 알바,오전,종일,0,0,0,0,0,0.0
여자,여자,0,구로구,은평구,물류센터,샘플 배포,오후,오전,1,0,0,1,0,30.0
남자,여자,1,광진구,중구,창고 정리,인테리어 보조,오전,오후,1,0,0,0,0,30.0
남자,남자,1,마포구,성동구,번역 알바,주차관리,오후,종일,1,0,0,1,0,40.0
남자,남자,1,강북구,중구,편의점 알바,편의점 알바,종일,오전,0,0,1,1,0,40.0
여자,남자,0,중랑구,광진구,사무실 청소,전화 영업,오전,오후,0,0,0,0,0,0.0
남자,여자,0,성북구,종로구,피자집,결혼식 도우미,오후,종일,1,0,0,0,0,20.0
남자,여자,0,동작구,강서구,게스트하우스 관리,웹디자인 보조,종일,오후,1,0,0,0,0,20.0
여자,여자,0,동작구,동작구,PC방 알바,서빙,종일,오후,0,1,0,1,0,30.0
여자,여자,0,구로구,성동구,간병 도우미,미용실 보조,종일,오전,1,0,0,1,0,30.0
남자,남자,1,구로구,은평구,간병 도우미,보안요원,오전,종일,0,0,0,1,0,20.0
여자,남자,0,은평구,서초구,수영장 안전요원,헬스장 데스크,오후,오후,1,0,0,0,1,40.0
남자,여자,0,강동구,서대문구,학습지 교사,수영장 안전요원,종일,오후,1,0,0,0,0,20.0
여자,남자,1,송파구,서초구,피팅모델,서베이 조사,종일,종일,1,0,0,0,1,50.0
남자,여자,1,은평구,강서구,프로그래밍 보조,독서실/스터디카페 관리,종일,오후,0,0,0,0,0,10.0
여자,여자,0,노원구,도봉구,놀이공원 스태프,호프집,오후,오전,0,0,0,1,0,10.0
남자,남자,0,은평구,강서구,피자집,피자집,종일,오후,0,0,1,1,0,30.0
남자,남자,1,용산구,중구,도서 정리,경비원,오후,오후,0,0,0,1,1,40.0
남자,남자,0,광진구,중랑구,공장 단순노무,병원 접수,오후,오전,1,0,0,1,0,30.0
남자,여자,1,금천구,구로구,보안요원,여행사 보조,오후,오후,0,0,0,0,1,30.0
남자,여자,1,강남구,금천구,횟집,횟집,오전,오후,0,0,1,0,0,30.0
여자,여자,1,양천구,노원구,사무보조,물류센터,오전,오후,0,0,0,1,0,20.0
남자,여자,0,영등포구,송파구,PC방 알바,PC방 알바,종일,종일,0,0,1,0,1,40.0
여자,남자,0,송파구,중랑구,헬스장 데스크,식품 포장,오후,오후,0,0,0,0,1,20.0
남자,여자,0,강남구,동대문구,호프집,SNS 관리,오전,오후,0,0,0,0,0,0.0
여자,여자,1,성북구,서초구,통역 알바,고깃집,종일,오전,1,0,0,1,0,40.0
여자,남자,0,송파구,중랑구,웹디자인 보조,렌터카 안내,오전,종일,1,0,0,0,0,20.0
여자,여자,1,구로구,서초구,볼링장 알바,사진 촬영 보조,종일,오전,1,0,0,1,0,40.0
남자,여자,1,성북구,영등포구,IT 개발 보조,청소 알바,종일,오전,0,0,0,0,0,10.0
남자,남자,1,중랑구,강서구,매장 진열,주방보조,오후,종일,1,0,0,1,0,40.0
여자,남자,0,송파구,영등포구,여행사 보조,영상 편집 보조,오후,종일,0,0,0,0,0,0.0
여자,남자,0,강동구,동작구,놀이공원 스태프,영상 편집 보조,종일,오전,1,0,0,0,0,20.0
여자,남자,0,서초구,강서구,마사지샵 보조,분식점 알바,오후,오후,0,0,0,0,1,20.0
여자,남자,0,용산구,중랑구,주방보조,주방보조,오전,종일,1,0,1,0,0,40.0
여자,남자,0,영등포구,성북구,매장 진열,SNS 관리,오전,종일,0,0,0,0,0,0.0
여자,남자,0,강동구,용산구,청소 알바,청소 알바,오전,종일,1,0,1,0,0,40.0
남자,여자,0,은평구,광진구,원어민 회화 도우미,유튜브 편집,종일,종일,1,0,0,0,1,40.0
여자,남자,0,영등포구,금천구,논문 교정,수영장 안전요원,오전,오후,1,0,0,0,0,20.0
여자,여자,0,은평구,금천구,발렛파킹,온라인 쇼핑몰 운영 보조,오후,오후,1,0,0,1,1,50.0
남자,남자,1,동작구,동대문구,샘플 배포,공항 안내,오전,오후,0,0,0,1,0,20.0
남자,남자,1,영등포구,영등포구,수영장 안전요원,원어민 회화 도우미,오전,종일,1,1,0,1,0,60.0
남자,여자,1,동대문구,서초구,유튜브 편집,피팅모델,오전,종일,1,0,0,0,0,30.0
남자,여자,1,용산구,성북구,주유소 직원,약국 보조,오후,오전,0,0,0,0,0,10.0
여자,남자,1,관악구,중구,도서관 사서 보조,도서관 사서 보조,종일,오후,1,0,1,0,0,50.0
여자,남자,0,강서구,동대문구,면세점 스태프,면세점 스태프,오전,오후,0,0,1,0,0,20.0
여자,여자,1,중랑구,강서구,제과점 알바,피팅모델,종일,오후,0,0,0,1,0,20.0
남자,남자,0,금천구,종로구,여행사 보조,여행사 보조,오전,오후,0,0,1,1,0,30.0
여자,남자,0,영등포구,강남구,마사지샵 보조,마사지샵 보조,종일,오후,0,0,1,0,0,20.0
남자,여자,0,서대문구,마포구,미스터리 쇼퍼,전자부품 조립,오전,오전,1,0,0,0,1,40.0
여자,남자,1,용산구,강동구,고객 응대,콜센터,오후,종일,1,0,0,0,0,30.0
여자,남자,1,금천구,중구,통역 알바,경비원,오전,오후,0,0,0,0,0,10.0
여자,여자,0,중구,강서구,웹디자인 보조,키즈카페 스태프,종일,오후,1,0,0,1,0,30.0
남자,남자,0,성동구,은평구,이벤트 스태프,수영장 안전요원,종일,종일,1,0,0,1,1,50.0
여자,남자,0,은평구,송파구,외국어 과외,외국어 과외,오전,종일,0,0,1,0,0,20.0
여자,여자,0,광진구,서대문구,전단지 배포,전단지 배포,종일,오전,1,0,1,1,0,50.0
남자,여자,1,종로구,마포구,블로그 글쓰기,치킨집,종일,오전,1,0,0,0,0,30.0
여자,남자,0,영등포구,영등포구,분식점 알바,분식점 알바,오후,오전,0,1,1,0,0,40.0
여자,남자,1,성북구,금천구,PC방 알바,마트 계산원,오전,종일,1,0,0,0,0,30.0
남자,여자,0,강북구,동작구,전화 영업,보안요원,종일,종일,0,0,0,0,1,20.0
남자,여자,0,용산구,중구,프로그래밍 보조,사무실 청소,오후,종일,0,0,0,0,0,0.0
여자,남자,1,중랑구,종로구,문구점 직원,리서치 조사원,오후,오전,0,0,0,0,0,10.0
여자,남자,0,동대문구,종로구,피자집,청소 알바,오후,종일,0,0,0,0,0,0.0
남자,남자,0,송파구,종로구,학원 보조교사,횟집,오후,오전,1,0,0,1,0,30.0
여자,여자,1,광진구,종로구,피자집,면세점 스태프,오후,오후,0,0,0,1,1,40.0
여자,여자,0,서초구,동작구,병원 안내,유튜브 편집,종일,종일,0,0,0,1,1,30.0
남자,남자,0,서초구,광진구,약국 보조,약국 보조,종일,오후,0,0,1,1,0,30.0
남자,남자,1,도봉구,동작구,프로그래밍 보조,프로그래밍 보조,종일,종일,1,0,1,1,1,80.0
여자,남자,0,종로구,중랑구,리서치 조사원,외국어 과외,오전,오전,1,0,0,0,1,40.0
여자,남자,0,구로구,성북구,면세점 스태프,면세점 스태프,오후,오후,1,0,1,0,1,60.0
남자,여자,0,성동구,중랑구,뷔페,게스트하우스 관리,오전,오후,0,0,0,0,0,0.0
여자,남자,0,성동구,강서구,도서 정리,도서 정리,오전,종일,1,0,1,0,0,40.0
남자,남자,0,광진구,동대문구,노래방 알바,마트 계산원,종일,오후,1,0,0,1,0,30.0
남자,여자,0,도봉구,용산구,노래방 알바,공장 단순노무,오후,오후,0,0,0,0,1,20.0
여자,여자,0,구로구,마포구,유튜브 편집,여행사 보조,종일,종일,0,0,0,1,1,30.0
남자,남자,1,동대문구,마포구,유튜브 편집,뷔페,종일,오전,1,0,0,1,0,40.0
여자,여자,1,강동구,동대문구,고객 응대,고객 응대,오후,오후,1,0,1,1,1,80.0
여자,남자,0,은평구,강남구,전자부품 조립,행사 도우미,오후,종일,0,0,0,0,0,0.0
남자,여자,1,송파구,강서구,피팅모델,주방보조,오전,오후,1,0,0,0,0,30.0
남자,여자,0,동작구,양천구,유튜브 편집,발렛파킹,오후,오후,1,0,0,0,1,40.0
남자,남자,1,송파구,관악구,네일샵 보조,주차관리,종일,오전,0,0,0,1,0,20.0
